Index,ORCL GOOGL,USLV GLD,USLV AAPL,USLV GOOGL,USLV AMD,USLV NVDA,USLV CSCO,USLV ORCL,USLV TTWO,USLV EA,USLV HYG,USLV LQD,USLV JNK,VOO SPY,KXI VDC,VNQ ORCL,VNQ USO,VNQ QQQ,VNQ SPY,VNQ VOO,VNQ VTI,VNQ VDC,VNQ IBB,VNQ VHT,IYR CSCO,IYR ORCL,IYR SPY,IYR VOO,IYR VTI,IYR VHT,MSFT AMD,UPRO GOOGL,UPRO ORCL,JPM IYR,CVX LQD,CVX IBB,CVX TMF,XOM PG,INTC CSCO,INTC TTWO,COST MSFT,T AAPL,T AMD,T NVDA,T QQQ,T MSFT,T WMT,VZ GOOGL,VZ CSCO,VZ TTWO,VZ EA,VZ QQQ,VZ SPY,VZ VOO,VZ VDE,VZ VTI,VZ VDC,VZ VHT,VZ IYR,VZ MSFT,VZ PG,VZ TMF,VZ JPM,VZ XOM,VZ INTC,VZ COST,VZ WMT,CMCSA ORCL,CMCSA VDC,CMCSA KXI,CMCSA VHT,CMCSA VNQ,CMCSA IYR
2021-08-23,0.0066746676855073605,0.0066746676855073605,0.04354816266688488,0.04354816266688488,0.04354816266688488,0.04354816266688488,0.031617159196505464,0.031617159196505464,0.031617159196505464,0.01949002964168145,0.031617159196505464,0.01949002964168145,0.031617159196505464,0.04354816266688488,0.0066746676855073605,0.01949002964168145,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.031617159196505464,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.01949002964168145,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.031617159196505464,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.01949002964168145,0.01949002964168145,0.0066746676855073605,0.0066746676855073605,0.01949002964168145,0.01949002964168145,0.0066746676855073605,0.01949002964168145,0.0066746676855073605,0.01949002964168145,0.0066746676855073605,0.01949002964168145,0.0066746676855073605,0.01949002964168145,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605,0.0066746676855073605
2021-08-24,0.007325739272947435,0.007325739272947435,0.042049741264872334,0.03283335961777703,0.042049741264872334,0.042049741264872334,0.03283335961777703,0.018440654031902166,0.018440654031902166,0.03283335961777703,0.03283335961777703,0.018440654031902166,0.03283335961777703,0.042049741264872334,0.007325739272947435,0.03283335961777703,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.03283335961777703,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.018440654031902166,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.03283335961777703,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.018440654031902166,0.018440654031902166,0.007325739272947435,0.007325739272947435,0.018440654031902166,0.007325739272947435,0.007325739272947435,0.018440654031902166,0.007325739272947435,0.018440654031902166,0.007325739272947435,0.018440654031902166,0.007325739272947435,0.018440654031902166,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435,0.007325739272947435
2021-08-25,0.020067168494345686,0.0002748927191005871,0.05446690867723618,0.04849793238384043,0.04849793238384043,0.04849793238384043,0.03255340666860522,0.04849793238384043,0.04849793238384043,0.020067168494345686,0.03255340666860522,0.03255340666860522,0.03255340666860522,0.05446690867723618,0.0002748927191005871,0.03255340666860522,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.04849793238384043,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.03255340666860522,0.0002748927191005871,0.0002748927191005871,0.020067168494345686,0.0002748927191005871,0.03255340666860522,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.020067168494345686,0.020067168494345686,0.020067168494345686,0.0002748927191005871,0.020067168494345686,0.020067168494345686,0.020067168494345686,0.020067168494345686,0.020067168494345686,0.020067168494345686,0.0002748927191005871,0.020067168494345686,0.0002748927191005871,0.020067168494345686,0.0002748927191005871,0.020067168494345686,0.020067168494345686,0.020067168494345686,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.020067168494345686,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871,0.0002748927191005871
2021-08-26,0.019790373788405154,0.008946333356402325,0.03775972141726139,0.03775972141726139,0.025345566430764493,0.03775972141726139,0.03775972141726139,0.03775972141726139,0.025345566430764493,0.008946333356402325,0.019790373788405154,0.008946333356402325,0.019790373788405154,0.03775972141726139,0.008946333356402325,0.019790373788405154,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.025345566430764493,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.019790373788405154,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.025345566430764493,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.019790373788405154,0.008946333356402325,0.008946333356402325,0.019790373788405154,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.019790373788405154,0.008946333356402325,0.019790373788405154,0.008946333356402325,0.019790373788405154,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325,0.008946333356402325
2021-08-27,0.020734736747688397,0.008237087201136476,0.0395615510663915,0.030890526175127612,0.0395615510663915,0.030890526175127612,0.030890526175127612,0.0395615510663915,0.030890526175127612,0.020734736747688397,0.020734736747688397,0.020734736747688397,0.020734736747688397,0.0395615510663915,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.030890526175127612,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.020734736747688397,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.030890526175127612,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.020734736747688397,0.020734736747688397,0.008237087201136476,0.008237087201136476,0.020734736747688397,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.020734736747688397,0.008237087201136476,0.020734736747688397,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476,0.008237087201136476
2021-08-30,0.00928275458498171,0.00928275458498171,0.03661049444311803,0.030592330973016436,0.030592330973016436,0.030592330973016436,0.0205345783243535,0.03661049444311803,0.030592330973016436,0.00928275458498171,0.0205345783243535,0.0205345783243535,0.0205345783243535,0.03661049444311803,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.030592330973016436,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.030592330973016436,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.0205345783243535,0.0205345783243535,0.00928275458498171,0.0205345783243535,0.0205345783243535,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.0205345783243535,0.00928275458498171,0.0205345783243535,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171,0.00928275458498171
2021-08-31,0.008946333356402323,0.008946333356402323,0.037759721417261395,0.029483618092930132,0.037759721417261395,0.029483618092930132,0.029483618092930132,0.037759721417261395,0.029483618092930132,0.019790373788405157,0.019790373788405157,0.019790373788405157,0.019790373788405157,0.037759721417261395,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.029483618092930132,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.029483618092930132,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.019790373788405157,0.019790373788405157,0.008946333356402323,0.019790373788405157,0.019790373788405157,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.019790373788405157,0.008946333356402323,0.019790373788405157,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323,0.008946333356402323
2021-09-01,0.00894474916482811,0.00894474916482811,0.035230279600420494,0.035230279600420494,0.035230279600420494,0.035230279600420494,0.019786869364619725,0.035230279600420494,0.035230279600420494,0.019786869364619725,0.019786869364619725,0.019786869364619725,0.019786869364619725,0.03727261464972023,0.00894474916482811,0.035230279600420494,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.035230279600420494,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.019786869364619725,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.019786869364619725,0.019786869364619725,0.00894474916482811,0.019786869364619725,0.019786869364619725,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811,0.00894474916482811
2021-09-02,0.010579982146877486,0.010579982146877486,0.030558658461089478,0.01883752918834283,0.030558658461089478,0.030558658461089478,0.01883752918834283,0.030558658461089478,0.030558658461089478,0.010579982146877486,0.01883752918834283,0.01883752918834283,0.01883752918834283,0.032330174893616406,0.010579982146877486,0.030558658461089478,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.030558658461089478,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.01883752918834283,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.01883752918834283,0.01883752918834283,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486,0.010579982146877486
2021-09-03,0.011350700590855394,0.011350700590855394,0.02020978397884009,0.027836117555760875,0.027836117555760875,0.027836117555760875,0.02020978397884009,0.027836117555760875,0.027836117555760875,0.02020978397884009,0.02020978397884009,0.02020978397884009,0.02020978397884009,0.029449805530007887,0.011350700590855394,0.02020978397884009,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.02020978397884009,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394,0.011350700590855394
